date,arrive,sh_order,sh_PV,sh_UV,sh_single_avg_px,sh_round_avg_px,sh_single_px_mid,sh_round_px_mid,bj_order,bj_PV,bj_UV,bj_single_avg_px,bj_round_avg_px,bj_single_px_mid,bj_round_px_mid
2016/6/9,Î÷ÑÅÍ¼,116,1561,573,8232 ,13503 ,6603 ,11142 ,111,1641,685,8322 ,7950 ,6634 ,11142 
2016/6/10,Î÷ÑÅÍ¼,106,1424,599,5460 ,12285 ,4274 ,11442 ,113,1626,686,15977 ,10385 ,13106 ,11442 
2016/6/11,Î÷ÑÅÍ¼,111,1280,591,13035 ,9901 ,9156 ,8603 ,112,1519,716,7646 ,13280 ,5809 ,8603 
2016/6/12,Î÷ÑÅÍ¼,116,2211,800,8613 ,15253 ,6770 ,9885 ,115,2193,918,6462 ,14868 ,5659 ,9885 
2016/6/13,Î÷ÑÅÍ¼,116,2037,780,4717 ,9927 ,3409 ,8948 ,123,2130,897,5355 ,7085 ,4819 ,8948 
2016/6/14,Î÷ÑÅÍ¼,113,1999,760,5937 ,15896 ,4578 ,12608 ,129,2122,906,5024 ,9182 ,4791 ,12608 
2016/6/15,Î÷ÑÅÍ¼,129,2085,745,9568 ,9484 ,8129 ,9764 ,119,2092,869,8438 ,9020 ,5982 ,9764 
2016/6/16,Î÷ÑÅÍ¼,116,1964,780,7670 ,34098 ,7479 ,20418 ,123,2091,876,6004 ,20987 ,5827 ,20418 
2016/6/17,Î÷ÑÅÍ¼,130,1858,717,10311 ,23347 ,8432 ,16580 ,122,2150,908,6660 ,9782 ,7120 ,16580 
2016/6/18,Î÷ÑÅÍ¼,119,1496,616,6491 ,9470 ,5991 ,8202 ,125,1796,799,4594 ,15405 ,4571 ,8202 
2016/6/19,Î÷ÑÅÍ¼,115,1668,600,7669 ,15096 ,6396 ,9281 ,123,1767,751,7073 ,8607 ,6455 ,9281 
2016/6/20,Î÷ÑÅÍ¼,123,2041,809,16211 ,11317 ,13301 ,9694 ,126,2222,889,5285 ,14643 ,4679 ,9694 
2016/6/21,Î÷ÑÅÍ¼,121,2051,798,6848 ,16390 ,6789 ,13156 ,117,2313,911,5674 ,10795 ,5752 ,13156 
2016/6/22,Î÷ÑÅÍ¼,116,2238,925,17036 ,20768 ,8613 ,13188 ,115,2372,1030,14945 ,11318 ,8671 ,13188 
2016/6/23,Î÷ÑÅÍ¼,108,2591,1058,7269 ,15632 ,6153 ,14140 ,112,2275,1020,7706 ,20238 ,5818 ,14140 
2016/6/24,Î÷ÑÅÍ¼,110,2127,773,5957 ,12558 ,5128 ,12653 ,119,1989,869,19601 ,10295 ,7380 ,12653 
2016/6/25,Î÷ÑÅÍ¼,111,1797,729,6674 ,10038 ,6619 ,6938 ,122,1825,751,6284 ,23194 ,5677 ,6938 
